wilayah,provinsi,tahun,pdrb_perkapita,kemiskinan,pengangguran,ipm,harapan_hidup,rata_lama_sekolah,akses_internet,jalan_baik,air_bersih,catatan_data
Kabupaten/Kota_1248,Jawa Tengah,2020,54696209.0,9.26,7.93,78.97,64.68,5.2,43.98,52.25,51.7,Normal
Kabupaten/Kota_1249,Kalimantan Timur,2020,195721679.0,20.85,8.83,59.94,69.49,5.36,23.97,66.09,54.67,Normal
Kabupaten/Kota_1250,Sumatera Barat,2023,49468412.0,21.81,4.6,72.15,63.78,12.62,54.28,71.24,96.57,Normal
Kabupaten/Kota_1251,Banten,2024,171599939.0,8.89,13.62,81.0,67.61,6.14,96.6,90.24,42.26,Normal
Kabupaten/Kota_1252,Jawa Barat,2022,78059608.0,22.59,6.33,73.13,60.8,9.12,31.48,93.0,56.16,Normal
Kabupaten/Kota_1253,Jawa Barat,2023,146451429.0,23.89,,71.5,68.13,5.23,58.4,99.81,71.78,Missing Value
Kabupaten/Kota_1254,Kalimantan Timur,2021,180341231.0,6.57,8.65,81.41,66.7,6.61,96.22,75.28,82.51,Normal
Kabupaten/Kota_1255,Kalimantan Timur,2020,187883556.0,14.01,5.06,66.94,63.74,8.87,48.97,66.53,47.81,Normal
Kabupaten/Kota_1256,Jawa Tengah,2023,109836275.0,10.91,3.86,57.86,63.16,11.69,83.93,36.27,49.07,Normal
Kabupaten/Kota_1257,Sumatera Utara,2022,146262622.0,20.32,12.61,82.26,65.13,10.25,87.42,69.88,62.5,Normal
Kabupaten/Kota_1258,Jawa Timur,2021,173124789.0,22.07,1.15,78.86,70.89,11.01,94.89,48.29,74.24,Normal
Kabupaten/Kota_1259,Jawa Timur,2021,223389724.0,17.14,8.5,67.23,71.11,7.76,62.06,72.74,69.31,Normal
Kabupaten/Kota_1260,Sulawesi Selatan,2020,197940727.0,9.97,11.6,66.17,66.49,11.66,73.3,94.09,76.9,Normal
Kabupaten/Kota_1261,Jawa Tengah,2023,172884324.0,18.07,12.34,60.6,64.24,7.32,44.53,79.42,45.2,Normal
Kabupaten/Kota_1262,Jawa Timur,2021,206180726.0,19.14,3.31,73.85,69.25,6.36,31.64,90.6,50.66,Normal
Kabupaten/Kota_1263,DKI Jakarta,2022,212855226.0,6.91,13.19,79.7,62.8,6.05,65.62,64.18,94.09,Normal
Kabupaten/Kota_1264,Jawa Barat,2023,62779947.0,3.59,7.12,56.97,69.4,7.75,27.48,34.27,89.27,Normal
Kabupaten/Kota_1265,Banten,2024,125728180.0,18.13,5.96,78.91,76.5,13.93,44.54,58.14,90.95,Normal
Kabupaten/Kota_1266,Jawa Tengah,2022,30918383.0,11.05,9.24,80.65,63.08,12.77,64.63,68.65,98.54,Normal
Kabupaten/Kota_1267,Sulawesi Selatan,2024,211440240.0,22.05,10.82,61.61,76.82,6.44,34.56,99.22,65.04,Normal
Kabupaten/Kota_1268,Sumatera Utara,2020,195552841.0,9.72,10.87,82.36,66.53,13.54,50.13,56.5,67.72,Normal
Kabupaten/Kota_1269,Jawa Timur,2022,41430781.0,15.67,1.1,68.1,73.62,9.45,33.27,50.11,85.65,Normal
Kabupaten/Kota_1270,Kalimantan Timur,2020,16366588.0,4.98,11.4,78.34,72.26,11.58,82.77,39.51,82.39,Normal
Kabupaten/Kota_1271,DKI Jakarta,2023,27912266.0,21.04,8.62,71.48,75.2,12.46,61.05,59.79,83.93,Normal
Kabupaten/Kota_1272,Sulawesi Selatan,2022,165713728.0,11.13,14.2,64.41,66.68,7.77,23.06,53.69,43.65,Normal
Kabupaten/Kota_1273,Jawa Barat,2022,21796457.0,23.99,8.25,69.18,68.31,5.05,83.07,47.08,78.12,Normal
Kabupaten/Kota_1274,Jawa Timur,2023,77741151.0,22.03,12.67,63.06,74.7,5.68,56.33,83.69,64.56,Normal
Kabupaten/Kota_1275,Papua,2022,118928166.0,19.02,7.26,80.75,74.03,7.97,49.44,94.64,61.92,Normal
Kabupaten/Kota_1276,Sumatera Utara,2020,88131998.0,13.78,13.85,60.04,61.24,12.52,52.82,98.29,88.75,Normal
Kabupaten/Kota_1277,Jawa Timur,2020,156504877.0,18.14,14.37,69.58,60.98,9.32,20.21,34.9,61.65,Normal
Kabupaten/Kota_1278,Sulawesi Selatan,2020,213096465.0,11.19,10.9,66.66,72.69,8.24,25.06,97.53,42.41,Normal
Kabupaten/Kota_1279,Banten,2022,178678327.0,8.23,14.15,67.19,77.93,5.83,79.22,,55.04,Missing Value
Kabupaten/Kota_1280,Kalimantan Timur,2022,119607375.0,5.9,2.38,75.01,68.52,7.88,68.61,52.94,72.58,Normal
Kabupaten/Kota_1281,Papua,2023,233862199.0,15.58,2.81,80.5,65.26,7.81,96.8,77.37,74.2,Normal
Kabupaten/Kota_1282,DKI Jakarta,2021,112191592.0,14.99,7.52,63.06,75.85,12.31,24.13,87.5,66.33,Normal
Kabupaten/Kota_1283,Jawa Tengah,2021,199395703.0,19.45,14.0,82.52,74.62,11.8,75.31,92.05,69.67,Normal
Kabupaten/Kota_1284,Jawa Barat,2022,152267086.0,19.49,4.26,62.82,64.2,10.45,24.68,43.23,75.97,Normal
Kabupaten/Kota_1285,Kalimantan Timur,2021,244944575.0,18.43,3.79,81.95,76.02,7.96,44.05,86.62,97.42,Normal
Kabupaten/Kota_1286,Jawa Timur,2023,61600492.0,6.61,8.91,79.31,65.28,13.58,37.2,78.94,68.99,Normal
Kabupaten/Kota_1287,DKI Jakarta,2022,32115335.0,6.51,12.01,65.6,72.22,12.76,77.83,67.43,59.44,Normal
Kabupaten/Kota_1288,Kalimantan Timur,2022,167484375.0,24.09,6.48,57.58,66.72,9.62,75.18,87.25,74.49,Normal
Kabupaten/Kota_1289,Jawa Tengah,2022,1012449971.0,20.65,8.56,71.17,69.56,8.02,84.41,59.46,99.94,Outlier
Kabupaten/Kota_1290,Kalimantan Timur,2021,205468493.0,21.8,6.05,77.42,69.53,11.81,20.61,49.83,46.85,Normal
Kabupaten/Kota_1291,Sumatera Barat,2022,117962379.0,23.15,11.04,72.93,64.92,13.41,53.91,36.21,40.26,Normal
Kabupaten/Kota_1292,Kalimantan Timur,2023,168832757.0,17.02,12.77,84.44,61.84,11.93,75.35,50.38,98.04,Normal
Kabupaten/Kota_1293,Kalimantan Timur,2023,85795544.0,20.38,13.42,64.4,66.1,7.1,44.83,59.5,75.71,Normal
Kabupaten/Kota_1294,Kalimantan Timur,2023,66079952.0,19.91,5.82,56.75,63.5,13.49,79.8,99.22,99.9,Normal
Kabupaten/Kota_1295,Papua,2020,219486895.0,15.44,9.7,70.35,66.87,8.09,65.72,94.67,75.52,Normal
Kabupaten/Kota_1296,Papua,2021,43130345.0,8.88,12.91,61.27,76.32,7.73,92.63,85.78,71.47,Normal
Kabupaten/Kota_1297,Jawa Tengah,2023,246421821.0,20.98,10.87,57.73,66.18,8.22,72.72,82.14,84.28,Normal
Kabupaten/Kota_1298,Sumatera Utara,2023,167786276.0,20.59,11.84,72.14,63.91,7.26,96.17,59.59,99.66,Normal
Kabupaten/Kota_1299,Sumatera Utara,2023,,18.23,2.03,74.09,68.75,11.03,78.58,90.45,50.79,Missing Value
Kabupaten/Kota_1300,DKI Jakarta,2022,40525067.0,7.31,10.54,73.57,62.25,6.55,74.99,45.45,57.41,Normal
Kabupaten/Kota_1301,DKI Jakarta,2021,111527201.0,19.59,3.82,64.96,69.63,11.14,28.86,44.52,90.86,Normal
Kabupaten/Kota_1302,Sulawesi Selatan,2020,218508629.0,22.91,9.06,81.35,76.57,7.39,83.2,81.25,55.13,Normal
Kabupaten/Kota_1303,Sumatera Barat,2023,128290105.0,5.46,11.65,71.04,71.2,5.62,77.41,53.43,71.73,Normal
Kabupaten/Kota_1304,Banten,2022,56958424.0,9.13,7.17,75.12,63.0,8.11,75.6,52.87,77.13,Normal
Kabupaten/Kota_1305,Jawa Tengah,2024,130715653.0,5.2,11.03,61.11,65.22,11.47,91.52,78.53,97.2,Normal
Kabupaten/Kota_1306,Sumatera Barat,2020,202717877.0,19.83,12.04,81.21,64.02,6.78,27.33,77.79,80.26,Normal
Kabupaten/Kota_1307,Kalimantan Timur,2022,233847657.0,14.14,12.57,55.37,67.0,11.32,23.07,47.31,94.0,Normal
Kabupaten/Kota_1308,DKI Jakarta,2020,243698219.0,,3.52,65.06,72.93,7.28,72.83,57.98,59.02,Missing Value
Kabupaten/Kota_1309,Jawa Tengah,2020,214936438.0,20.65,9.6,79.38,74.96,9.65,47.86,77.4,91.09,Normal
Kabupaten/Kota_1310,Jawa Tengah,2023,16929630.0,20.25,14.87,55.28,68.5,8.79,37.68,54.6,48.37,Normal
Kabupaten/Kota_1311,Sumatera Barat,2022,162031502.0,2.89,11.0,57.61,70.98,6.84,70.84,62.5,56.06,Normal
Kabupaten/Kota_1312,DKI Jakarta,2021,108031819.0,5.78,3.65,80.39,72.45,13.37,46.15,31.74,57.27,Normal
Kabupaten/Kota_1313,Papua,2023,67631171.0,19.65,11.04,58.0,70.13,12.8,49.79,58.01,56.2,Normal
Kabupaten/Kota_1314,Jawa Barat,2024,54735472.0,6.65,2.37,60.0,65.99,5.14,72.43,48.45,43.64,Normal
Kabupaten/Kota_1315,Sumatera Utara,2021,18434627.0,9.71,5.53,79.38,68.0,6.26,48.96,35.16,50.74,Normal
Kabupaten/Kota_1316,Jawa Tengah,2021,214593371.0,18.58,10.77,68.65,65.15,12.47,97.14,48.67,74.09,Normal
Kabupaten/Kota_1317,Jawa Timur,2021,245749769.0,9.24,4.55,79.5,75.46,8.34,74.51,49.59,52.8,Normal
Kabupaten/Kota_1318,Sulawesi Selatan,2024,147278736.0,11.64,2.89,66.47,68.81,11.0,28.52,73.96,63.03,Normal
Kabupaten/Kota_1319,Kalimantan Timur,2021,187287552.0,4.01,11.89,69.09,76.15,9.6,93.0,80.51,41.41,Normal
Kabupaten/Kota_1320,Sumatera Barat,2022,244836350.0,20.59,12.75,62.9,67.19,12.52,44.2,65.51,75.51,Normal
Kabupaten/Kota_1321,Sumatera Barat,2022,219366485.0,23.63,13.84,64.7,65.06,5.98,63.01,69.66,43.76,Normal
Kabupaten/Kota_1322,Papua,2020,65746642.0,8.32,3.32,78.62,63.3,13.06,60.69,69.52,63.9,Normal
Kabupaten/Kota_1323,Jawa Barat,2023,161866483.0,19.28,10.12,68.48,65.6,9.27,50.76,71.65,72.63,Normal
Kabupaten/Kota_1324,Sumatera Barat,2024,80487123.0,2.91,2.17,69.25,67.83,9.8,75.63,54.96,50.86,Normal
Kabupaten/Kota_1325,Sulawesi Selatan,2022,124880335.0,2.13,10.8,82.64,66.15,9.24,22.37,44.54,53.28,Normal
Kabupaten/Kota_1326,Banten,2020,144074557.0,13.4,8.86,81.74,74.27,9.73,67.94,64.69,69.04,Normal
Kabupaten/Kota_1327,DKI Jakarta,2022,169923434.0,8.13,1.58,66.08,71.88,7.36,64.39,56.7,77.44,Normal
Kabupaten/Kota_1328,Jawa Timur,2024,137898563.0,22.96,11.57,59.61,72.56,8.96,70.98,88.15,87.52,Normal
Kabupaten/Kota_1329,Banten,2021,198437118.0,19.52,4.45,74.75,68.23,5.8,24.79,93.14,88.17,Normal
Kabupaten/Kota_1330,Banten,2022,209235138.0,16.61,10.28,72.35,68.4,10.95,73.19,45.19,40.17,Normal
Kabupaten/Kota_1331,Sumatera Utara,2023,119111058.0,8.73,5.35,80.68,66.48,9.5,37.83,77.37,62.09,Normal
Kabupaten/Kota_1332,Banten,2021,155865120.0,11.57,14.17,80.84,72.76,7.8,68.46,33.92,83.98,Normal
Kabupaten/Kota_1333,Sumatera Barat,2020,211774311.0,9.29,7.9,75.27,60.62,5.74,21.64,38.59,85.72,Normal
Kabupaten/Kota_1334,DKI Jakarta,2023,155290010.0,6.77,10.34,63.05,70.05,12.86,68.86,70.5,56.21,Normal
Kabupaten/Kota_1335,DKI Jakarta,2022,126308572.0,9.1,9.41,72.87,61.34,10.42,83.24,71.92,99.88,Normal
Kabupaten/Kota_1336,Kalimantan Timur,2022,,14.89,1.7,64.88,64.67,7.35,82.94,50.07,74.52,Missing Value
Kabupaten/Kota_1337,Jawa Barat,2022,95026313.0,9.04,10.09,71.71,69.16,9.37,81.92,66.33,41.83,Normal
Kabupaten/Kota_1338,Sulawesi Selatan,2022,192239256.0,13.36,8.16,63.73,68.63,7.37,91.73,94.76,66.91,Normal
Kabupaten/Kota_1339,Papua,2024,66913931.0,3.92,,73.56,72.52,12.06,58.44,94.59,51.75,Missing Value
Kabupaten/Kota_1340,Jawa Tengah,2021,100602593.0,14.68,3.31,82.65,72.08,6.79,28.94,98.87,57.8,Normal
Kabupaten/Kota_1341,Papua,2022,18633503.0,3.18,13.31,63.9,77.07,10.81,,85.29,48.4,Missing Value
Kabupaten/Kota_1342,Sumatera Utara,2020,102631492.0,23.18,11.75,66.93,65.45,11.68,60.14,43.12,68.05,Normal
Kabupaten/Kota_1343,Sumatera Barat,2020,114238898.0,23.83,6.02,71.95,66.45,12.11,45.01,63.95,90.17,Normal
Kabupaten/Kota_1344,Kalimantan Timur,2021,56767121.0,13.85,6.48,61.46,76.29,13.45,25.93,57.02,84.07,Normal
Kabupaten/Kota_1345,Papua,2023,223556916.0,11.38,8.32,61.34,68.66,6.83,61.53,74.57,69.68,Normal
Kabupaten/Kota_1346,Papua,2020,,7.51,4.34,69.84,73.83,10.91,26.27,49.96,78.25,Missing Value
Kabupaten/Kota_1347,Papua,2022,168673594.0,19.58,8.08,81.78,62.05,8.72,47.46,92.7,89.23,Normal
Kabupaten/Kota_1348,Kalimantan Timur,2022,218251569.0,13.1,9.84,81.33,71.29,6.25,50.44,54.85,44.1,Normal
Kabupaten/Kota_1349,Kalimantan Timur,2023,198046604.0,15.47,10.76,64.55,73.81,13.64,39.99,86.71,78.26,Normal
Kabupaten/Kota_1350,Jawa Barat,2023,214662664.0,19.71,3.07,72.96,66.44,6.56,97.36,94.73,75.28,Normal
Kabupaten/Kota_1351,Jawa Barat,2024,88569953.0,19.6,12.9,76.23,77.68,5.93,65.28,52.93,97.02,Normal
Kabupaten/Kota_1352,Sumatera Barat,2020,223444136.0,11.9,12.0,76.85,64.56,6.27,94.13,40.47,71.37,Normal
Kabupaten/Kota_1353,Sumatera Barat,2021,155851369.0,21.66,11.57,82.11,72.47,12.0,47.69,79.8,93.01,Normal
Kabupaten/Kota_1354,Kalimantan Timur,2022,188550629.0,24.43,12.33,83.42,76.73,13.06,96.44,38.25,44.89,Normal
Kabupaten/Kota_1355,Banten,2022,167161049.0,3.1,10.98,69.59,65.64,5.51,72.21,60.72,97.87,Normal
Kabupaten/Kota_1356,Jawa Tengah,2023,162614111.0,6.17,3.77,61.9,71.99,8.62,59.49,69.36,76.37,Normal
Kabupaten/Kota_1357,Sulawesi Selatan,2024,213295244.0,16.49,11.58,75.56,76.03,10.79,36.81,86.64,73.91,Normal
Kabupaten/Kota_1358,Jawa Tengah,2021,181191384.0,10.97,7.18,81.88,74.6,5.15,85.01,64.22,50.32,Normal
Kabupaten/Kota_1359,DKI Jakarta,2024,52091322.0,8.33,9.76,64.85,70.47,5.92,80.1,53.49,82.85,Normal
Kabupaten/Kota_1360,Banten,2022,193148063.0,24.51,13.16,64.95,67.39,8.32,45.21,88.65,67.66,Normal
Kabupaten/Kota_1361,Jawa Barat,2022,169458966.0,24.05,7.65,71.43,76.05,12.17,40.77,47.29,51.83,Normal
Kabupaten/Kota_1362,Jawa Barat,2023,190536487.0,22.57,14.7,69.35,71.79,12.87,21.89,58.39,65.17,Normal
Kabupaten/Kota_1363,Jawa Tengah,2020,31804482.0,5.65,11.15,55.72,72.87,8.03,,64.58,84.91,Missing Value
Kabupaten/Kota_1364,Kalimantan Timur,2022,69057771.0,2.46,8.45,63.88,77.1,5.18,61.26,52.99,63.42,Normal
Kabupaten/Kota_1365,Banten,2021,229407818.0,8.61,1.59,60.17,64.32,6.1,45.12,62.51,41.62,Normal
Kabupaten/Kota_1366,Jawa Tengah,2023,245241149.0,21.14,2.0,79.32,73.03,7.45,94.5,94.18,98.8,Normal
Kabupaten/Kota_1367,Sulawesi Selatan,2024,180139608.0,21.01,8.88,75.51,68.13,10.38,27.55,66.43,65.61,Normal
Kabupaten/Kota_1368,Jawa Barat,2024,180748132.0,12.53,9.55,77.14,67.8,6.95,48.64,93.6,61.28,Normal
Kabupaten/Kota_1369,Banten,2021,191274065.0,3.48,2.41,73.98,77.73,12.9,83.34,57.02,82.75,Normal
Kabupaten/Kota_1370,Jawa Tengah,2021,117542414.0,8.32,12.97,61.15,64.62,5.33,89.82,36.28,87.27,Normal
Kabupaten/Kota_1371,Jawa Tengah,2020,221672228.0,21.94,12.56,63.49,72.82,5.8,43.0,73.29,41.57,Normal
Kabupaten/Kota_1372,Jawa Tengah,2020,51437799.0,10.36,13.57,60.65,64.53,7.64,50.96,43.22,40.28,Normal
Kabupaten/Kota_1373,Jawa Tengah,2020,205508498.0,6.45,11.69,72.66,71.92,10.21,49.23,61.52,71.94,Normal
Kabupaten/Kota_1374,Kalimantan Timur,2023,36477977.0,21.48,13.95,84.61,67.48,7.13,41.11,30.77,86.13,Normal
Kabupaten/Kota_1375,Jawa Timur,2023,223168140.0,13.51,12.24,82.49,62.36,5.81,72.2,72.46,93.76,Normal
Kabupaten/Kota_1376,Banten,2021,202252525.0,24.84,6.47,57.3,65.24,12.83,87.67,45.64,60.09,Normal
Kabupaten/Kota_1377,DKI Jakarta,2022,158114935.0,4.55,12.52,80.31,60.9,10.7,47.42,47.39,41.97,Normal
Kabupaten/Kota_1378,Kalimantan Timur,2022,216088396.0,24.9,6.42,65.92,64.68,5.97,74.71,36.61,40.26,Normal
Kabupaten/Kota_1379,DKI Jakarta,2023,99365273.0,6.22,8.51,,67.0,11.42,42.88,48.08,55.27,Missing Value
Kabupaten/Kota_1380,Jawa Tengah,2021,246124433.0,18.16,2.52,66.3,64.63,10.15,58.92,59.07,89.85,Normal
Kabupaten/Kota_1381,Kalimantan Timur,2020,49271166.0,15.74,13.96,59.91,69.87,5.35,28.74,47.4,47.24,Normal
Kabupaten/Kota_1382,Banten,2024,31745356.0,20.7,3.85,70.68,65.07,6.54,20.85,39.83,99.36,Normal
Kabupaten/Kota_1383,Kalimantan Timur,2024,36752079.0,15.98,12.47,81.71,63.64,12.43,66.22,40.67,90.22,Normal
Kabupaten/Kota_1384,Kalimantan Timur,2023,234981098.0,10.45,15.0,55.99,71.09,13.02,92.09,64.26,82.15,Normal
Kabupaten/Kota_1385,Kalimantan Timur,2024,204982990.0,12.91,12.0,72.73,62.3,11.55,69.02,31.36,98.2,Normal
Kabupaten/Kota_1386,DKI Jakarta,2023,22451394.0,20.92,1.5,61.15,70.78,13.61,85.91,86.32,64.51,Normal
Kabupaten/Kota_1387,Banten,2020,69173574.0,24.8,5.03,60.43,77.1,12.25,54.21,99.74,84.75,Normal
Kabupaten/Kota_1388,Papua,2022,130995584.0,9.03,13.09,59.38,70.08,9.86,83.47,91.08,67.95,Normal
Kabupaten/Kota_1389,Papua,2024,160038470.0,12.47,12.76,84.03,70.7,9.41,83.02,65.59,78.2,Normal
Kabupaten/Kota_1390,Sulawesi Selatan,2023,228859321.0,19.22,4.22,69.97,77.46,6.24,93.89,,81.32,Missing Value
Kabupaten/Kota_1391,Papua,2020,191237358.0,4.18,11.02,81.95,69.31,6.59,67.15,37.2,97.07,Normal
Kabupaten/Kota_1392,Sumatera Barat,2021,165550223.0,3.07,1.58,62.99,76.5,9.27,50.39,80.24,65.15,Normal
Kabupaten/Kota_1393,Jawa Tengah,2022,63440602.0,24.88,13.89,80.16,66.66,12.45,43.06,76.9,40.56,Normal
Kabupaten/Kota_1394,Sumatera Barat,2021,92382236.0,3.56,13.41,67.24,68.57,6.15,28.32,69.27,67.43,Normal
Kabupaten/Kota_1395,Jawa Tengah,2022,90592696.0,8.08,3.39,60.91,69.32,7.78,71.83,77.72,82.66,Normal
Kabupaten/Kota_1396,DKI Jakarta,2023,98925240.0,23.6,5.82,73.2,63.94,7.83,63.33,50.42,96.31,Normal
Kabupaten/Kota_1397,Banten,2021,167994851.0,23.36,8.82,59.98,67.88,8.94,41.07,43.45,78.03,Normal
Kabupaten/Kota_1398,Jawa Timur,2023,151490536.0,2.43,10.79,78.8,75.89,5.06,54.57,45.55,42.7,Normal
Kabupaten/Kota_1399,Jawa Tengah,2021,214514006.0,6.01,14.09,63.01,70.73,13.35,87.84,43.74,62.88,Normal
Kabupaten/Kota_1400,Jawa Barat,2022,107011011.0,11.23,4.39,73.7,63.41,10.36,60.35,87.09,52.92,Normal
Kabupaten/Kota_1401,Kalimantan Timur,2022,240235044.0,24.35,10.22,75.61,68.05,10.54,91.03,71.88,89.69,Normal
Kabupaten/Kota_1402,Sumatera Utara,2022,136573816.0,9.13,9.06,60.64,77.31,11.02,76.28,61.62,40.92,Normal
Kabupaten/Kota_1403,Jawa Tengah,2022,76637274.0,5.33,14.51,56.28,64.98,13.28,68.27,78.31,74.11,Normal
Kabupaten/Kota_1404,DKI Jakarta,2024,144783331.0,18.3,13.78,78.08,64.78,9.74,86.71,68.26,80.5,Normal
Kabupaten/Kota_1405,Jawa Barat,2020,132378933.0,22.43,2.93,63.99,68.77,9.7,33.45,39.91,44.6,Normal
Kabupaten/Kota_1406,Jawa Tengah,2022,76247863.0,13.29,8.7,81.19,74.12,8.15,86.49,49.03,82.57,Normal
Kabupaten/Kota_1407,Sumatera Utara,2023,20952124.0,21.24,11.43,68.21,70.84,13.34,90.13,63.15,40.48,Normal
Kabupaten/Kota_1408,Jawa Timur,2020,190604966.0,16.46,9.56,76.99,70.6,12.44,95.8,69.68,91.77,Normal
Kabupaten/Kota_1409,DKI Jakarta,2024,66968804.0,7.9,4.4,63.22,66.5,12.21,46.36,53.73,85.7,Normal
Kabupaten/Kota_1410,Jawa Timur,2020,40020846.0,8.67,3.17,58.94,73.85,5.98,37.25,65.56,40.93,Normal
Kabupaten/Kota_1411,Jawa Timur,2020,227843589.0,11.97,14.45,68.18,62.24,9.41,33.14,44.65,54.32,Normal
Kabupaten/Kota_1412,DKI Jakarta,2020,18227984.0,23.69,2.76,61.17,72.56,5.68,60.29,46.26,87.27,Normal
Kabupaten/Kota_1413,Papua,2020,39146804.0,7.48,9.82,83.21,63.34,7.46,68.83,50.39,42.08,Normal
Kabupaten/Kota_1414,Jawa Tengah,2024,17135086.0,16.67,8.88,75.55,73.89,6.28,77.16,88.91,71.35,Normal
Kabupaten/Kota_1415,Banten,2024,233756855.0,4.11,2.9,57.96,74.33,12.43,30.75,91.98,47.45,Normal
Kabupaten/Kota_1416,Kalimantan Timur,2024,162199804.0,9.1,10.44,55.85,73.23,11.72,93.11,45.94,95.36,Normal
Kabupaten/Kota_1417,Kalimantan Timur,2023,234562620.0,24.45,12.31,76.29,67.86,13.21,33.9,88.39,98.33,Normal
Kabupaten/Kota_1418,DKI Jakarta,2024,220818490.0,4.42,4.49,55.88,61.79,6.47,97.69,57.98,97.89,Normal
Kabupaten/Kota_1419,Kalimantan Timur,2020,177760143.0,20.93,13.58,69.57,69.98,6.57,26.99,62.91,50.25,Normal
Kabupaten/Kota_1420,Jawa Tengah,2020,74389435.0,11.66,11.11,78.76,71.12,13.18,33.7,85.12,67.09,Normal
Kabupaten/Kota_1421,Banten,2024,32609070.0,11.7,6.43,72.53,70.79,7.96,25.84,86.41,90.54,Normal
Kabupaten/Kota_1422,Jawa Timur,2020,194835978.0,18.39,7.32,63.66,76.33,6.26,89.0,38.12,89.44,Normal
Kabupaten/Kota_1423,DKI Jakarta,2021,170555282.0,3.24,9.68,72.96,64.51,12.97,45.65,37.96,68.64,Normal
Kabupaten/Kota_1424,Kalimantan Timur,2020,170180986.0,6.26,14.35,58.51,71.56,6.33,54.07,48.38,98.7,Normal
Kabupaten/Kota_1425,Jawa Barat,2023,86331621.0,13.79,6.61,80.81,70.31,6.29,63.47,83.2,56.72,Normal
Kabupaten/Kota_1426,DKI Jakarta,2024,224319835.0,10.19,14.61,71.96,77.47,11.23,23.32,33.66,63.37,Normal
Kabupaten/Kota_1427,Jawa Tengah,2023,115731164.0,8.22,10.38,66.08,74.41,6.22,32.32,86.43,73.09,Normal
Kabupaten/Kota_1428,Papua,2023,108693906.0,14.13,12.44,61.81,60.19,7.38,48.93,64.07,85.71,Normal
Kabupaten/Kota_1429,Jawa Timur,2022,135886068.0,19.51,5.8,59.42,72.52,9.99,49.96,53.96,50.93,Normal
Kabupaten/Kota_1430,Jawa Tengah,2022,190807482.0,11.2,2.77,60.19,61.41,13.49,94.9,70.08,98.41,Normal
Kabupaten/Kota_1431,DKI Jakarta,2023,96436405.0,5.11,9.67,80.36,76.62,8.64,36.36,55.01,97.73,Normal
Kabupaten/Kota_1432,Jawa Timur,2021,40372903.0,14.46,11.79,77.34,67.15,6.81,34.27,61.83,90.34,Normal
Kabupaten/Kota_1433,Banten,2023,171654997.0,3.38,7.38,79.77,69.24,8.26,26.92,30.41,66.54,Normal
Kabupaten/Kota_1434,Banten,2022,19072996.0,5.96,9.05,67.06,77.8,7.48,76.2,92.01,80.21,Normal
Kabupaten/Kota_1435,Sumatera Barat,2020,181117499.0,3.35,8.47,57.42,73.17,8.14,54.65,39.44,77.67,Normal
Kabupaten/Kota_1436,Sumatera Utara,2022,142805405.0,12.99,10.81,71.47,71.74,9.63,52.71,37.82,66.13,Normal
Kabupaten/Kota_1437,Papua,2022,247257467.0,20.95,5.17,63.34,77.13,11.85,57.36,33.59,73.79,Normal
Kabupaten/Kota_1438,Sumatera Utara,2020,50725013.0,23.6,8.22,74.53,65.04,11.98,69.74,64.5,95.77,Normal
Kabupaten/Kota_1439,Sulawesi Selatan,2021,19928213.0,5.3,7.8,74.12,65.94,7.08,78.17,76.55,78.28,Normal
Kabupaten/Kota_1440,Banten,2020,95668987.0,5.56,9.49,84.94,69.67,10.16,50.32,45.7,90.57,Normal
Kabupaten/Kota_1441,Sumatera Barat,2022,155149439.0,19.6,6.4,79.72,72.48,10.23,91.7,84.72,62.96,Normal
Kabupaten/Kota_1442,Sulawesi Selatan,2020,212953216.0,7.4,6.28,68.55,62.36,8.86,75.21,54.47,92.46,Normal
Kabupaten/Kota_1443,Sumatera Utara,2024,77536360.0,15.27,10.46,61.63,71.73,11.95,48.59,74.75,68.61,Normal
Kabupaten/Kota_1444,DKI Jakarta,2024,226708552.0,12.67,8.92,69.31,62.95,12.9,79.81,33.98,42.66,Normal
Kabupaten/Kota_1445,Sumatera Utara,2020,26757605.0,12.75,11.27,84.84,63.96,8.56,35.52,36.76,82.94,Normal
Kabupaten/Kota_1446,Sulawesi Selatan,2020,174088787.0,47.69,9.24,56.37,69.98,12.45,43.08,82.26,95.63,Outlier
Kabupaten/Kota_1447,Sumatera Utara,2021,74417039.0,12.53,8.49,57.48,68.3,5.15,32.41,56.71,58.78,Normal
Kabupaten/Kota_1448,Banten,2021,141951650.0,9.51,7.65,59.51,71.28,9.26,41.04,46.23,40.4,Normal
Kabupaten/Kota_1449,Papua,2020,50366861.0,11.78,4.9,67.2,67.14,12.52,77.37,99.3,91.28,Normal
Kabupaten/Kota_1450,Jawa Timur,2020,244135696.0,19.05,12.69,70.25,72.64,12.79,78.61,87.37,79.5,Normal
Kabupaten/Kota_1451,DKI Jakarta,2023,121946778.0,21.47,5.08,75.41,64.38,6.82,77.88,62.51,80.31,Normal
Kabupaten/Kota_1452,Papua,2020,244315070.0,11.52,10.19,76.66,74.81,8.24,55.6,34.31,79.3,Normal
Kabupaten/Kota_1453,Jawa Timur,2020,54336884.0,8.83,4.51,55.74,67.09,11.23,84.39,75.4,68.5,Normal
Kabupaten/Kota_1454,Jawa Timur,2020,30185896.0,17.49,14.51,67.36,77.77,13.41,71.09,61.03,42.69,Normal
